System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
freecol,freecol-0.9.0,net/sf/freecol/FreeCol,0,22899,public final super,java/lang/Object,0,40,0,28,0,3,114,69,109,1788,207,108,41,
freecol,freecol-0.9.0,net/sf/freecol/FreeCol$1,0,791,static,java/lang/Thread,0,1,1,2,0,0,1,4,2,11,4,0,1,
freecol,freecol-0.9.0,net/sf/freecol/FreeCol$2,0,941,static,java/lang/Object,1,2,2,2,0,0,1,6,2,16,7,0,1,
freecol,freecol-0.9.0,net/sf/freecol/FreeCol$3,0,1264,static,java/lang/Object,1,1,1,2,0,0,1,8,2,20,6,0,2,
freecol,freecol-0.9.0,net/sf/freecol/client/ClientOptions,0,10997,public super,net/sf/freecol/common/option/OptionMap,0,83,0,13,2,9,41,29,16,263,57,5,17,
freecol,freecol-0.9.0,net/sf/freecol/client/ClientOptions$1,0,1100,static,java/lang/Object,1,0,0,3,1,0,1,6,3,16,6,0,1,
freecol,freecol-0.9.0,net/sf/freecol/client/ClientOptions$2,0,1092,static,java/lang/Object,1,0,0,3,1,0,1,6,3,16,6,0,1,
freecol,freecol-0.9.0,net/sf/freecol/client/ClientOptions$3,0,1079,static,java/lang/Object,1,0,0,3,1,0,1,5,4,26,10,1,1,
freecol,freecol-0.9.0,net/sf/freecol/client/ClientOptions$4,0,1078,static,java/lang/Object,1,0,0,3,1,0,1,5,4,26,10,1,1,
freecol,freecol-0.9.0,net/sf/freecol/client/ClientOptions$5,0,1175,static,java/lang/Object,1,0,0,3,1,0,1,6,4,30,10,1,1,
freecol,freecol-0.9.0,net/sf/freecol/client/ClientOptions$6,0,1960,,java/lang/Object,1,1,1,4,1,0,1,11,12,80,28,3,1,
freecol,freecol-0.9.0,net/sf/freecol/client/ClientOptions$7,0,1564,,java/lang/Object,1,1,1,3,1,0,1,7,5,37,15,1,1,
freecol,freecol-0.9.0,net/sf/freecol/client/ClientOptions$8,0,2982,,java/lang/Object,1,2,1,9,3,0,1,12,11,75,25,3,3,
freecol,freecol-0.9.0,net/sf/freecol/client/ClientOptions$9,1,1577,static synthetic,java/lang/Object,0,1,1,1,0,0,1,5,1,96,0,26,0,
freecol,freecol-0.9.0,net/sf/freecol/client/FreeColClient,0,17070,public final super,java/lang/Object,0,31,0,54,3,4,215,63,88,697,210,15,24,
freecol,freecol-0.9.0,net/sf/freecol/client/FreeColClient$1,0,963,,java/lang/Object,1,3,3,2,0,0,1,6,2,20,10,0,1,
freecol,freecol-0.9.0,net/sf/freecol/client/FreeColClient$2,0,1875,,java/lang/Object,1,1,1,2,0,0,1,10,3,43,9,3,1,
freecol,freecol-0.9.0,net/sf/freecol/client/FreeColClient$3,0,847,,java/lang/Object,1,1,1,2,0,0,1,5,2,11,4,0,1,
freecol,freecol-0.9.0,net/sf/freecol/client/FreeColClient$ClientPseudoRandom,0,3362,private,java/lang/Object,1,4,1,6,0,0,1,17,14,137,36,9,6,
freecol,freecol-0.9.0,net/sf/freecol/client/Worker,0,1899,public final super,java/lang/Thread,0,3,0,5,0,0,3,10,6,54,11,3,2,
freecol,freecol-0.9.0,net/sf/freecol/client/control/ClientModelController,0,7733,public super,java/lang/Object,1,2,0,12,0,0,2,30,19,295,73,22,10,
freecol,freecol-0.9.0,net/sf/freecol/client/control/ConnectController,0,17510,public final super,java/lang/Object,0,2,0,15,1,2,21,56,56,1106,275,99,22,
freecol,freecol-0.9.0,net/sf/freecol/client/control/ConnectController$1,0,3383,,java/lang/Object,1,7,7,2,0,5,6,23,2,132,42,8,9,
freecol,freecol-0.9.0,net/sf/freecol/client/control/ConnectController$1$1,0,1630,,java/lang/Object,1,3,3,2,0,0,1,10,2,30,11,0,1,
freecol,freecol-0.9.0,net/sf/freecol/client/control/ConnectController$1$2,0,1177,,java/lang/Object,1,1,1,2,0,0,1,7,2,19,5,0,1,
freecol,freecol-0.9.0,net/sf/freecol/client/control/ConnectController$1$3,0,1177,,java/lang/Object,1,1,1,2,0,0,1,7,2,19,5,0,1,
freecol,freecol-0.9.0,net/sf/freecol/client/control/ConnectController$1$4,0,1177,,java/lang/Object,1,1,1,2,0,0,1,7,2,19,5,0,1,
