System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
freecol,freecol-0.7.2,net/sf/freecol/FreeCol,0,16803,public final super,java/lang/Object,0,28,0,20,0,2,38,54,87,1195,218,67,28,
freecol,freecol-0.7.2,net/sf/freecol/FreeCol$1,0,791,static,java/lang/Thread,0,1,1,2,0,0,1,4,2,11,4,0,1,
freecol,freecol-0.7.2,net/sf/freecol/FreeCol$2,0,941,static,java/lang/Object,1,2,2,2,0,0,1,6,2,16,7,0,1,
freecol,freecol-0.7.2,net/sf/freecol/client/ClientOptions,0,8656,public super,net/sf/freecol/common/option/OptionMap,0,56,0,11,2,7,24,23,14,532,76,22,18,
freecol,freecol-0.7.2,net/sf/freecol/client/ClientOptions$1,0,1100,static,java/lang/Object,1,0,0,3,1,0,1,6,3,16,6,0,1,
freecol,freecol-0.7.2,net/sf/freecol/client/ClientOptions$2,0,1092,static,java/lang/Object,1,0,0,3,1,0,1,6,3,16,6,0,1,
freecol,freecol-0.7.2,net/sf/freecol/client/ClientOptions$3,0,1079,static,java/lang/Object,1,0,0,3,1,0,1,5,4,26,10,1,1,
freecol,freecol-0.7.2,net/sf/freecol/client/ClientOptions$4,0,1078,static,java/lang/Object,1,0,0,3,1,0,1,5,4,26,10,1,1,
freecol,freecol-0.7.2,net/sf/freecol/client/ClientOptions$5,0,1175,static,java/lang/Object,1,0,0,3,1,0,1,6,4,30,10,1,1,
freecol,freecol-0.7.2,net/sf/freecol/client/ClientOptions$6,0,2097,,java/lang/Object,1,1,1,4,1,0,1,12,13,93,31,3,1,
freecol,freecol-0.7.2,net/sf/freecol/client/ClientOptions$7,0,1399,,java/lang/Object,1,1,1,3,1,0,1,6,5,35,15,1,1,
freecol,freecol-0.7.2,net/sf/freecol/client/FreeColClient,0,12684,public final super,java/lang/Object,0,33,0,43,3,3,193,48,59,485,153,5,20,
freecol,freecol-0.7.2,net/sf/freecol/client/FreeColClient$1,0,907,,java/lang/Object,1,2,2,2,0,0,1,5,2,15,7,0,1,
freecol,freecol-0.7.2,net/sf/freecol/client/FreeColClient$2,0,1802,,java/lang/Object,1,1,1,2,0,0,1,11,3,47,9,4,1,
freecol,freecol-0.7.2,net/sf/freecol/client/FreeColClient$ClientPseudoRandom,0,3362,private,java/lang/Object,1,4,1,6,0,0,1,17,14,137,36,9,6,
freecol,freecol-0.7.2,net/sf/freecol/client/Worker,0,2114,public final super,java/lang/Thread,0,6,0,5,0,0,3,11,6,54,11,3,2,
freecol,freecol-0.7.2,net/sf/freecol/client/control/ClientModelController,0,6499,public super,java/lang/Object,1,5,0,11,0,0,2,26,18,248,55,16,9,
freecol,freecol-0.7.2,net/sf/freecol/client/control/ConnectController,0,16401,public final super,java/lang/Object,0,5,0,16,2,2,19,49,56,1047,263,94,20,
freecol,freecol-0.7.2,net/sf/freecol/client/control/ConnectController$1,0,3285,,java/lang/Object,1,7,7,2,0,5,6,22,2,138,48,11,8,
freecol,freecol-0.7.2,net/sf/freecol/client/control/ConnectController$1$1,0,1202,,java/lang/Object,1,2,2,2,0,0,1,7,2,23,8,0,1,
freecol,freecol-0.7.2,net/sf/freecol/client/control/ConnectController$1$2,0,1500,,java/lang/Object,1,2,2,2,0,0,1,9,3,29,9,0,1,
