System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
ant,ant-1.5,org/apache/tools/ant/AntClassLoader,0,15780,public super,java/lang/ClassLoader,1,19,6,42,3,1,22,41,117,1308,347,101,35,
ant,ant-1.5,org/apache/tools/ant/AntClassLoader$ResourceEnumeration,0,1706,private,java/lang/Object,1,4,1,4,0,0,1,11,7,67,22,5,1,
ant,ant-1.5,org/apache/tools/ant/BuildEvent,0,2019,public super,java/util/EventObject,0,6,0,11,0,0,17,9,11,80,36,0,3,
ant,ant-1.5,org/apache/tools/ant/BuildException,0,2731,public super,java/lang/RuntimeException,0,2,0,14,0,0,312,10,16,137,58,4,8,
ant,ant-1.5,org/apache/tools/ant/BuildListener,0,363,public abstract interface,java/lang/Object,1,0,0,7,0,0,14,4,7,0,0,0,0,
ant,ant-1.5,org/apache/tools/ant/BuildLogger,0,323,public abstract interface,java/lang/Object,1,0,0,4,0,0,4,6,4,0,0,0,0,
ant,ant-1.5,org/apache/tools/ant/DefaultLogger,0,4552,public super,java/lang/Object,1,7,0,16,0,0,6,20,29,311,94,19,8,
ant,ant-1.5,org/apache/tools/ant/DemuxOutputStream,0,3132,public super,java/io/OutputStream,0,4,0,8,0,2,1,12,15,151,47,11,5,
ant,ant-1.5,org/apache/tools/ant/DemuxOutputStream$1,0,216,,java/lang/Object,0,0,0,0,0,0,1,1,0,0,0,0,0,
ant,ant-1.5,org/apache/tools/ant/DemuxOutputStream$BufferInfo,0,1449,static private,java/lang/Object,0,2,0,6,5,0,1,5,6,25,9,0,1,
ant,ant-1.5,org/apache/tools/ant/Diagnostics,0,6707,public final super,java/lang/Object,0,3,3,12,1,1,1,25,28,451,103,42,11,
ant,ant-1.5,org/apache/tools/ant/Diagnostics$1,0,626,static,java/lang/Object,1,0,0,2,0,0,1,6,2,7,2,0,1,
ant,ant-1.5,org/apache/tools/ant/DirectoryScanner,0,9755,public super,java/lang/Object,2,18,0,34,0,0,58,18,95,1119,363,77,13,
ant,ant-1.5,org/apache/tools/ant/DynamicConfigurator,0,358,public abstract interface,java/lang/Object,0,0,0,2,0,0,1,3,2,0,0,0,0,
ant,ant-1.5,org/apache/tools/ant/ExitException,0,716,public super,java/lang/SecurityException,0,1,0,2,0,0,2,4,2,17,5,0,2,
ant,ant-1.5,org/apache/tools/ant/FileScanner,0,660,public abstract interface,java/lang/Object,0,0,0,14,0,0,5,5,14,0,0,0,0,
ant,ant-1.5,org/apache/tools/ant/IntrospectionHelper,0,13647,public super,java/lang/Object,1,25,16,24,1,15,16,49,117,1154,278,71,31,
